Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt
1,60,307,1,1,2,2,2,2,3,1,2,1,41401,0,1
2,14,266,3,1,2,2,2,2,2,1,4,0,41326,0,2
1,2,307,1,1,2,1,2,2,2,1,1,0,41326,0,7
2,4,266,3,1,2,1,2,2,2,1,3,0,41401,0,6
2,2,265,2,1,1,2,1,1,2,1,1,0,41326,0,8
1,24,307,2,1,2,1,1,1,1,1,1,0,41401,0,8
2,3,266,1,1,1,1,2,2,2,1,1,0,41401,0,2
1,1,307,2,1,2,2,1,1,2,1,1,0,41326,0,1
1,2,307,2,1,3,1,1,1,2,1,1,50,41326,0,5
2,3,266,1,1,3,1,2,1,2,1,1,0,41326,0,1
2,4,266,1,1,1,1,2,1,2,1,1,10,41401,0,4
1,48,189,2,1,3,1,1,1,1,1,1,0,41326,0,1
2,2,266,2,2,2,1,1,1,2,1,1,100,41401,0,8
1,72,307,3,1,2,1,3,3,1,1,2,0,41326,0,4
2,1,265,1,3,2,2,2,1,2,1,1,40,41326,0,5
2,3,266,1,1,2,1,1,1,2,1,1,50,41401,0,6
2,5,295,2,6,2,2,2,2,2,1,1,0,41401,0,2
2,48,264,1,7,3,3,1,1,1,1,1,300,41326,0,3
2,1,265,3,2,2,1,2,2,2,1,3,0,41326,0,0
2,2,243,3,2,2,2,2,2,2,1,2,40,41401,0,3
2,0,243,2,1,1,1,2,2,2,1,1,0,41326,0,4
1,46,109,1,3,3,2,1,1,2,1,1,0,41401,0,1
2,3,265,2,1,1,2,2,1,2,1,1,0,41327,0,2
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,0,9
1,36,141,2,7,2,1,1,1,1,1,1,150,41326,0,4
1,24,307,2,4,3,2,3,3,3,2,1,0,41401,0,1
1,3,307,2,2,2,1,2,2,2,1,1,0,41401,0,3
2,1,266,2,7,1,1,3,3,3,1,1,0,41326,0,1
1,8,307,1,2,3,1,3,3,3,2,1,0,41401,0,1
1,2,307,2,2,2,2,1,1,2,1,3,0,41326,0,5
2,2,266,2,6,2,1,2,1,2,2,1,0,41401,0,6
2,3,292,1,1,1,2,2,2,2,1,1,300,41326,0,9
1,4,307,2,1,2,2,1,1,1,1,1,0,41326,0,10
2,4,266,1,7,1,1,3,3,3,1,1,0,41401,0,2
2,2,266,2,1,2,1,2,1,2,1,1,0,41326,0,3
2,3,266,3,2,2,1,2,2,2,1,3,0,41327,0,4
1,1,307,3,1,2,1,1,1,1,1,3,0,41326,0,4
2,1,243,1,6,2,1,2,2,2,1,1,0,41401,0,5
1,6,307,2,2,2,1,2,2,2,1,1,0,41326,0,2
2,2,254,1,4,1,2,2,2,2,1,1,0,41326,0,4
2,3,292,1,2,2,1,1,1,2,1,1,0,41326,0,5
2,16,264,1,6,3,3,1,1,3,1,1,0,41332,0,2
1,1,307,1,2,2,1,2,2,2,1,1,0,41326,0,1
2,37,299,3,3,2,1,1,1,1,1,2,150,41326,0,5
1,6,307,2,2,2,2,1,1,1,1,1,0,41401,0,0
1,5,20,2,2,2,2,1,1,2,1,1,0,41326,0,1
1,10,307,1,2,2,2,1,1,2,1,1,0,41326,0,1
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,2
2,7,292,2,1,2,2,2,2,2,1,1,0,41326,0,3
1,24,307,2,2,2,2,1,1,1,1,1,0,41401,0,2
2,3,266,3,1,1,1,2,2,2,1,3,0,41401,0,15
2,24,293,1,4,3,2,1,1,1,1,1,0,41326,0,5
2,3,266,2,1,2,2,1,1,2,1,1,0,41401,0,2
2,2,266,3,1,1,1,2,1,2,1,3,0,41326,0,5
1,1,307,3,1,2,1,2,1,2,1,4,0,41401,0,0
1,2,307,1,1,2,1,2,1,2,1,1,0,41326,0,2
2,1,266,3,3,2,1,2,2,2,2,3,0,41326,0,3
2,3,266,1,4,2,1,2,2,2,1,3,0,41401,0,5
1,36,128,1,2,2,1,1,1,2,1,1,0,41336,0,3
2,4,265,1,3,2,2,1,1,2,1,1,0,41326,0,6
2,2,265,2,1,1,2,2,1,2,1,1,0,41324,0,4
1,1,307,2,2,2,1,2,2,2,1,1,0,41326,0,1
1,36,75,1,1,2,1,1,1,3,1,1,0,41326,0,2
1,2,307,2,1,2,1,1,1,2,1,1,0,41326,0,4
2,1,266,2,1,2,1,2,1,2,1,1,0,41401,0,2
2,12,264,1,3,3,3,3,3,3,2,1,0,41326,0,5
2,3,292,2,1,2,2,1,1,2,1,1,150,41401,0,6
1,1,307,2,1,2,2,2,1,2,1,1,50,41326,0,10
1,3,307,3,3,2,1,3,3,3,1,2,0,41326,0,5
2,2,266,2,2,1,1,2,2,2,1,1,0,41326,0,4
1,5,307,1,2,2,1,2,2,3,1,4,0,41326,0,5
1,3,307,2,1,2,1,1,1,2,1,1,0,41326,0,0
2,1,266,2,1,1,1,2,2,2,1,3,0,41401,0,2
1,2,141,3,1,2,2,3,3,3,1,3,0,41327,0,3
2,1,265,3,1,2,2,2,2,2,1,3,0,41326,0,6
2,4,266,3,1,2,1,2,1,2,1,3,0,41401,0,3
1,2,307,2,7,2,1,2,2,2,1,1,0,41326,0,5
1,42,78,1,1,3,1,1,1,2,1,1,0,41326,0,5
2,1,266,3,1,2,1,2,2,2,1,2,0,41335,0,3
2,6,266,2,1,2,1,2,1,2,1,1,0,41401,0,2
1,12,218,2,5,1,3,1,1,1,1,1,300,41326,0,1
1,2,307,2,2,2,2,3,1,1,1,1,0,41326,0,1
1,2,307,1,1,2,1,2,2,2,1,3,0,41326,0,1
1,4,213,2,1,2,2,1,1,2,1,1,0,41326,0,1
2,2,266,2,6,1,1,2,1,2,1,1,0,41326,0,13
2,14,243,1,5,2,2,1,1,1,1,1,0,41326,0,5
1,5,307,3,3,2,1,1,1,2,1,2,0,41401,1,6
2,36,244,1,3,3,2,3,1,2,2,1,0,41326,0,2
1,13,307,2,1,2,1,3,3,1,1,1,0,41326,0,5
2,17,265,1,1,3,2,1,1,1,1,1,200,41332,0,3
1,24,141,1,2,3,1,2,2,2,1,3,0,41336,1,5
1,12,307,1,2,2,1,3,3,3,1,1,0,41326,0,2
2,11,264,2,2,2,3,2,1,2,1,1,1,41326,0,9
2,11,266,2,1,3,1,3,3,3,1,2,0,41326,0,5
2,7,283,1,5,2,1,3,1,1,1,1,10,41326,0,5
1,2,307,1,2,2,2,2,1,2,1,1,0,41326,0,4
1,1,307,2,1,2,2,2,2,2,1,1,20,41327,0,1
2,1,265,1,3,2,2,2,1,2,1,1,50,41326,0,8
1,2,307,1,7,2,1,2,2,2,1,1,20,41327,0,1
2,12,266,1,1,3,1,1,1,1,1,1,200,41326,1,5
1,2,69,1,1,2,2,1,1,2,1,1,100,41401,0,1
2,3,266,1,1,3,1,2,1,2,1,4,0,41401,0,4
2,2,266,1,3,1,1,2,2,2,1,1,0,41326,0,3
1,36,307,1,2,2,1,3,3,3,1,1,0,41326,0,5
1,4,307,2,1,1,1,3,3,3,1,1,0,41326,0,2
1,72,206,1,2,3,3,1,1,2,1,1,0,41326,0,4
1,2,307,2,2,2,1,2,1,2,1,1,0,41401,0,7
2,2,299,1,1,1,2,2,2,2,1,1,0,41401,0,2
1,1,307,2,1,2,1,2,2,2,1,5,0,41326,0,1
2,3,266,3,1,1,1,2,2,1,1,5,0,41401,0,5
1,18,307,1,2,2,1,1,1,1,1,1,0,41401,0,6
1,2,307,2,1,2,2,2,2,2,1,1,0,41330,0,1
1,2,307,3,1,2,1,2,2,2,1,4,0,41326,0,5
1,2,307,2,1,2,1,2,1,2,1,2,0,41326,0,10
1,1,307,1,1,2,1,2,1,2,1,1,0,41401,0,5
1,1,307,2,1,2,2,2,2,2,1,1,0,41401,0,5
2,4,254,2,1,2,1,1,1,1,1,1,50,41326,0,9
2,2,266,2,2,2,1,2,2,2,1,1,0,41326,0,2
2,1,266,3,1,1,1,2,1,1,1,5,0,41326,0,0
1,2,307,1,5,2,1,2,2,2,1,1,5,41327,0,4
1,2,307,2,1,3,1,3,1,3,1,2,0,41327,0,3
1,72,231,1,7,2,2,1,1,1,1,1,0,41326,0,1
1,24,307,1,2,3,3,1,1,2,1,1,0,41326,0,2
1,3,307,2,1,2,2,2,2,2,1,1,0,41336,0,2
2,1,266,3,1,1,1,2,2,2,1,2,0,41401,0,4
1,1,307,2,1,2,2,2,2,2,1,1,0,41327,0,1
1,3,307,2,1,2,1,1,1,3,1,3,0,41326,0,3
2,2,266,2,1,1,2,2,1,2,2,1,0,41326,0,4
2,5,266,2,1,2,1,1,1,1,1,1,100,41326,0,4
2,6,266,2,5,1,1,1,1,1,1,1,0,41401,0,4
1,1,307,1,1,2,1,2,2,2,1,1,0,41327,0,1
2,2,265,3,2,1,2,2,1,2,1,3,0,41326,0,3
2,5,266,1,1,2,2,1,1,2,1,1,0,41326,0,4
2,2,266,1,3,2,1,2,1,2,2,2,0,41401,0,6
2,16,266,1,5,1,2,2,2,2,1,1,0,41401,0,6
1,1,307,2,1,2,1,2,1,2,1,1,0,41326,0,3
2,15,266,3,4,2,1,3,3,3,1,2,0,41326,0,4
2,2,266,2,1,2,1,1,1,2,1,1,0,41326,0,11
2,2,266,1,1,2,1,1,1,2,1,1,100,41401,0,4
2,14,264,2,2,3,3,1,1,1,1,1,0,41330,0,12
2,4,265,2,1,2,2,2,1,1,1,1,0,41326,0,3
1,2,307,2,5,2,2,2,2,2,1,2,0,41326,0,0
2,7,266,1,4,2,1,1,1,1,1,1,50,41326,0,5
2,2,266,2,2,2,2,2,1,2,1,1,0,41401,0,7
1,3,307,2,2,2,1,1,1,2,1,1,0,41326,0,3
1,48,173,2,1,2,1,1,1,1,1,1,300,41326,0,3
2,3,266,1,1,2,1,3,1,3,1,1,0,41401,0,6
1,1,307,2,2,2,3,2,2,2,1,1,0,41326,0,3
2,1,266,3,2,1,1,2,1,2,1,2,0,41401,0,1
1,76,307,3,1,2,1,1,1,2,1,2,0,41326,2,3
1,3,307,2,7,2,1,2,2,2,1,1,0,41326,0,1
1,6,307,1,2,1,1,1,1,2,1,1,0,41326,0,3
2,5,266,1,1,2,1,2,1,2,1,1,0,41326,0,4
1,2,307,2,1,1,3,2,2,2,1,1,0,41401,0,2
1,48,213,1,5,2,2,1,1,1,1,1,0,41401,0,3
1,2,307,2,2,2,2,3,3,2,1,1,0,41326,0,1
2,2,266,1,4,3,1,2,2,2,1,1,0,41326,0,11
2,4,265,1,7,2,2,1,1,1,1,1,0,41326,0,5
1,2,307,2,7,2,2,2,2,2,1,1,0,41326,0,1
1,2,307,1,2,2,1,2,2,2,1,1,0,41326,0,3
1,3,307,1,1,2,1,1,1,2,1,1,0,41326,0,1
1,2,307,1,1,2,2,2,2,2,1,5,0,41401,0,3
2,1,266,1,1,1,1,2,2,2,1,1,0,41326,0,2
1,36,205,2,2,2,3,1,1,2,1,1,200,41326,0,2
1,3,69,1,1,2,1,2,1,2,1,1,0,41326,0,6
2,10,266,1,2,2,1,2,2,2,1,1,0,41332,0,3
1,2,307,2,5,2,2,1,1,2,1,1,0,41326,0,5
1,21,307,2,4,2,2,1,2,2,1,1,0,41326,0,2
1,2,202,1,1,2,2,1,1,1,1,1,0,41330,0,1
2,1,266,3,1,2,1,2,2,2,1,5,0,41326,0,6
2,2,266,1,1,1,1,2,2,3,1,1,0,41401,0,2
2,2,266,3,1,1,1,3,3,3,1,8,0,41326,0,1
1,0,5,2,1,1,1,2,2,2,2,1,0,41401,0,2
1,36,70,1,1,3,2,1,1,1,1,1,0,41326,0,1
1,8,307,2,2,2,2,1,1,1,1,1,0,41336,0,1
1,36,103,2,1,3,2,3,1,2,1,1,0,41401,0,3
1,18,152,1,1,2,1,1,1,1,1,1,0,41326,0,2
1,4,307,1,2,2,1,1,1,2,2,1,0,41326,0,1
1,1,71,2,1,2,1,3,3,2,1,1,0,41326,0,4
1,4,307,1,1,2,1,2,2,2,1,1,0,41401,0,2
1,2,307,2,1,1,1,3,3,2,1,1,0,41326,0,3
2,4,266,2,2,1,1,2,2,2,1,1,0,41326,0,3
1,12,307,1,2,3,1,1,1,1,1,1,0,41326,0,2
2,3,265,1,3,1,2,2,2,2,1,1,0,41326,0,3
1,1,307,3,1,3,2,2,2,2,1,9,0,41326,0,5
1,12,203,1,1,2,2,1,1,1,1,1,0,41326,0,5
2,1,265,3,1,3,2,2,2,2,1,4,0,41401,1,6
1,4,307,3,3,2,1,1,1,2,1,3,0,41326,0,2
2,2,251,2,2,2,1,2,1,2,1,1,0,41326,0,3
1,2,307,1,1,2,2,2,2,2,1,1,0,41326,0,3
2,6,266,1,2,2,1,2,2,2,1,2,0,41401,0,4
2,1,265,1,1,2,2,2,2,2,1,2,0,41326,0,3
1,12,307,1,1,2,1,1,1,3,1,1,0,41330,0,1
1,2,307,3,1,2,1,2,2,2,1,5,0,41327,0,5
2,8,266,2,1,2,1,2,1,2,1,10,0,41401,0,3
1,48,189,1,1,3,1,1,1,1,1,1,0,41401,0,4
2,4,264,1,1,2,3,2,2,2,1,1,150,41326,1,2
1,1,307,2,2,2,2,1,2,2,1,1,40,41327,0,1
1,48,109,3,3,2,2,3,3,3,1,2,0,41401,0,0
2,3,264,2,1,1,2,2,1,2,1,1,0,41326,0,2
1,3,307,2,2,2,1,2,1,2,1,1,0,41326,0,2
1,72,69,1,2,2,3,3,3,2,1,1,0,41401,0,6
2,3,266,2,2,1,1,2,3,3,1,1,0,41327,0,1
1,36,78,2,1,3,1,1,1,1,1,1,0,41326,0,1
1,255,307,1,2,2,2,3,3,3,1,1,0,41330,0,1
2,10,266,1,1,2,1,1,1,1,1,1,0,41326,0,16
1,2,147,1,7,1,3,1,1,2,1,1,200,41326,0,0
1,1,307,2,1,3,1,1,1,2,1,2,0,41401,0,1
2,1,266,3,1,2,1,2,1,2,1,6,0,41326,1,9
2,2,266,2,1,1,2,2,2,2,1,1,0,41401,0,1
2,3,266,2,1,2,1,1,1,2,1,1,0,41326,0,6
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,1,5
2,3,266,2,6,2,1,2,2,2,1,1,0,41330,0,2
2,36,285,2,2,2,3,1,1,1,1,1,350,41401,0,1
1,3,307,2,1,2,2,2,2,2,1,2,0,41326,0,4
1,12,307,2,2,1,1,1,1,1,1,1,0,41401,0,8
1,1,307,2,1,2,1,1,1,2,1,1,0,41326,0,6
1,4,141,2,1,2,2,1,1,2,1,1,0,41326,0,2
2,2,266,2,1,2,1,2,1,2,1,1,0,41326,0,3
1,36,307,3,1,3,1,1,1,1,1,2,0,41326,0,5
1,1,307,2,1,1,1,2,2,2,1,1,0,41401,0,1
2,2,266,2,1,2,1,2,1,2,1,1,0,41326,0,5
1,12,307,2,7,2,1,2,2,2,1,1,0,41401,0,4
1,2,307,2,1,3,1,2,1,2,2,1,0,41401,0,2
2,5,266,1,1,2,1,2,1,2,1,2,0,41326,0,17
2,3,251,3,4,2,1,3,1,2,1,2,50,41401,0,4
1,3,307,2,2,2,2,2,1,2,1,1,0,41330,0,1
2,6,266,2,6,2,1,3,3,3,1,1,0,41336,0,4
2,1,266,2,2,1,1,3,3,2,1,1,30,41326,0,1
1,3,307,2,1,2,1,2,2,2,1,1,0,41326,0,1
1,72,307,1,2,2,2,1,1,1,1,1,0,41336,0,3
1,2,307,3,2,2,2,1,1,2,1,4,0,41326,3,13
1,21,307,2,2,2,1,1,1,1,1,1,0,41326,0,4
1,4,307,2,6,2,1,1,1,2,1,1,0,41326,0,16
1,36,103,1,1,3,2,3,3,3,1,1,0,41326,0,1
1,2,307,1,1,2,2,1,1,2,1,1,0,41401,0,2
1,10,307,2,1,2,2,1,1,1,1,1,0,41326,0,3
1,3,307,1,1,2,1,2,1,2,1,1,0,41336,0,3
1,0,307,2,7,3,1,1,1,1,1,1,0,41326,0,1
1,12,307,2,2,2,2,2,2,2,1,1,0,41401,0,1
1,48,152,2,1,1,1,1,1,1,1,1,0,41326,0,2
2,3,264,1,1,3,3,2,1,2,1,1,50,41326,0,4
2,5,266,3,7,2,1,2,3,3,1,2,0,41327,0,4
1,2,307,2,1,1,1,1,1,2,1,1,0,41401,0,2
1,6,307,2,2,2,1,2,2,2,1,1,0,41326,0,1
1,9,307,1,2,2,1,2,1,2,1,1,0,41326,0,2
1,36,189,1,1,3,1,3,3,3,1,1,350,41326,0,1
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,4
1,9,307,1,1,2,2,2,1,2,1,1,0,41401,0,2
2,5,265,1,3,1,2,2,1,2,1,1,150,41326,0,30
2,12,266,2,1,2,1,1,1,1,1,1,0,41326,0,6
1,2,307,2,1,2,1,2,2,2,1,1,0,41326,0,13
2,3,266,2,1,1,1,1,1,2,1,1,0,41335,0,6
1,15,307,2,4,2,1,2,2,1,1,1,0,41327,0,1
1,1,307,2,2,2,2,2,2,2,1,2,0,41327,0,9
2,3,285,1,6,3,2,2,1,2,1,1,150,41326,0,5
2,2,266,2,1,1,1,2,2,2,1,1,0,41326,0,2
2,3,266,1,6,1,1,2,2,2,1,1,0,41326,0,7
1,4,307,2,1,2,1,1,1,2,1,1,0,41330,0,3
1,4,307,1,1,2,1,2,1,2,1,1,0,41326,0,4
2,12,266,2,1,1,1,1,1,1,1,1,100,41401,0,3
1,2,26,1,1,3,1,1,1,2,1,1,0,41326,0,3
1,9,20,2,1,2,1,1,1,1,1,1,0,41401,0,5
1,12,307,1,2,2,2,1,1,1,1,2,0,41401,0,1
1,39,307,2,2,2,1,1,1,1,1,1,0,41326,0,3
2,1,266,3,1,2,1,2,2,2,1,8,0,41326,0,1
1,2,307,1,1,3,1,2,2,2,1,2,0,41326,0,2
1,3,307,1,1,2,1,2,2,2,1,1,0,41401,0,2
1,24,307,1,4,2,1,3,3,3,1,1,0,41401,0,1
1,2,307,2,1,2,1,2,1,2,1,1,0,41330,0,11
2,7,247,1,1,2,1,3,3,3,2,1,0,41401,0,1
2,24,254,3,1,2,2,3,3,1,1,10,0,41327,0,10
2,12,299,3,1,2,1,3,3,2,1,4,0,41326,0,1
1,24,20,2,1,2,1,1,1,1,1,1,0,41401,0,3
2,12,266,1,6,2,1,2,1,1,1,1,0,41326,0,5
1,36,169,3,2,2,2,3,3,3,1,4,0,41401,0,5
2,4,266,3,6,2,1,2,2,2,1,4,0,41401,0,4
2,2,266,3,3,2,1,2,2,2,1,2,0,41326,0,7
1,5,307,2,2,2,2,3,1,2,1,1,0,41401,0,3
2,1,289,2,5,2,1,2,1,2,1,1,0,41326,0,5
1,30,109,3,3,3,2,1,1,2,1,2,0,41326,1,3
1,2,307,2,1,2,1,2,1,2,1,1,0,41327,0,5
1,1,307,1,1,2,2,2,1,2,1,1,0,41326,0,1
1,2,307,2,1,2,1,2,1,2,1,1,0,41326,0,1
1,12,195,1,5,2,2,1,1,3,1,1,500,41326,0,1
1,2,307,3,1,2,2,1,1,3,1,3,10,41326,3,4
2,2,299,1,1,1,1,2,1,2,1,1,0,41401,0,4
2,3,265,2,4,2,1,3,3,2,1,1,0,41401,0,1
1,3,307,3,1,2,3,2,2,2,1,5,0,41326,0,7
2,3,266,1,1,1,1,2,2,1,1,1,0,41326,0,3
1,4,307,1,4,1,1,1,1,3,1,1,0,41401,0,3
2,3,266,1,6,2,1,2,1,2,2,1,0,41401,0,18
2,1,266,1,1,2,1,2,1,2,1,1,0,41401,0,2
2,2,265,2,1,2,2,2,2,2,1,1,100,41326,0,3
1,1,307,1,2,2,1,2,2,2,1,1,0,41401,0,1
1,36,307,1,3,2,2,2,2,2,1,1,0,41326,0,1
1,1,307,3,1,2,2,2,2,2,1,5,0,41326,0,11
1,3,307,2,7,1,1,3,3,3,1,2,0,41326,0,2
2,4,266,1,3,2,1,1,1,2,1,1,0,41401,6,7
1,1,307,3,2,1,1,2,2,2,1,5,0,41326,0,2
1,18,307,2,5,1,1,1,1,1,1,1,100,41326,0,3
2,2,265,2,4,1,2,2,2,2,1,2,0,41326,0,6
2,48,265,2,6,2,2,1,1,1,1,1,0,41326,0,4
2,3,299,2,1,1,2,2,1,2,1,2,50,41401,0,3
1,8,195,2,5,2,2,1,1,1,1,1,0,41326,0,5
2,4,266,1,1,2,2,1,1,2,1,1,0,41326,0,5
1,4,307,1,2,2,1,1,1,2,1,1,0,41326,0,9
2,36,264,1,6,2,3,3,3,3,1,1,0,41326,0,5
1,0,307,2,2,2,1,1,1,2,1,1,0,41326,0,1
2,6,266,1,4,3,1,2,2,2,1,1,0,41326,0,4
1,2,307,2,2,2,1,3,3,2,1,1,0,41326,0,1
2,2,266,1,1,2,1,2,2,2,1,1,0,41401,0,6
2,2,266,2,1,2,1,2,2,2,1,1,0,41326,0,2
1,2,307,3,5,2,1,2,2,2,1,6,0,41326,0,5
1,36,307,1,1,2,2,3,3,1,1,1,0,41326,0,5
1,15,307,1,2,2,1,1,1,1,1,1,0,41326,0,1
1,1,307,3,2,2,1,2,2,2,1,6,0,41326,0,0
2,2,266,1,1,2,2,2,1,2,1,1,0,41326,0,5
2,8,266,2,6,2,1,1,1,1,1,1,50,41401,0,1
1,9,307,2,1,2,2,1,1,2,1,2,0,41330,0,2
2,4,265,1,1,2,2,3,3,3,1,2,0,41326,0,3
2,1,264,3,2,2,3,2,2,2,1,2,0,41326,0,8
2,6,266,2,1,2,1,3,3,3,1,1,0,41326,0,3
2,5,266,2,2,2,1,2,2,2,1,1,0,41324,0,1
2,17,285,1,4,2,2,2,1,3,1,1,0,41336,0,1
1,3,307,2,5,2,2,1,3,2,1,1,0,41326,1,3
2,2,266,2,1,2,1,2,2,2,1,1,0,41326,0,2
2,8,283,2,1,2,2,2,2,2,1,1,0,41401,0,8
1,4,307,2,1,2,1,1,1,2,1,1,0,41401,0,3
2,12,266,1,2,1,1,1,1,1,1,1,0,41326,0,4
2,12,266,2,2,2,1,2,2,2,1,1,0,41326,0,2
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,5
1,4,307,2,2,2,2,1,1,2,1,4,0,41327,0,5
2,12,285,2,5,2,3,2,2,2,1,1,0,41326,0,3
1,4,205,2,1,1,3,1,1,2,1,1,400,41326,0,3
1,12,307,2,2,2,2,2,1,2,1,1,0,41327,0,1
2,2,266,1,3,2,1,1,1,2,1,1,0,41326,0,1
2,1,265,1,5,1,2,2,2,2,1,1,0,41401,0,5
2,212,266,2,1,2,1,1,1,2,1,1,0,41330,1,13
1,4,141,2,1,2,1,3,3,3,1,2,0,41327,0,5
1,2,307,1,2,2,1,2,2,2,1,1,0,41326,0,4
2,11,266,2,3,2,1,1,1,1,1,1,0,41326,0,1
1,2,307,2,2,2,1,1,1,2,1,1,0,41401,0,7
1,1,307,2,1,2,1,2,2,2,1,1,0,41326,0,6
2,1,265,2,5,1,2,2,2,2,1,1,0,41326,2,4
2,1,265,2,1,2,2,2,2,2,1,1,0,41326,0,6
2,4,266,1,2,2,1,2,1,2,1,1,150,41326,0,3
1,36,109,2,3,3,2,1,1,2,1,1,0,41326,0,1
2,6,265,1,1,2,2,2,1,1,2,1,100,41335,0,5
2,5,283,1,7,2,1,1,1,2,1,1,0,41327,0,1
1,1,307,3,1,3,2,2,1,2,1,12,0,41326,0,5
2,8,266,1,1,2,1,1,1,2,1,1,0,41326,1,1
1,30,213,2,2,2,1,1,1,1,1,1,0,41327,0,2
2,5,266,3,7,2,1,2,1,2,1,2,0,41326,0,4
2,3,264,2,1,2,3,2,2,2,1,1,100,41326,0,3
1,3,307,1,1,2,2,1,1,2,1,1,0,41326,0,7
1,56,307,2,1,2,2,1,2,2,1,2,0,41336,0,2
1,12,307,1,2,2,1,1,1,1,1,1,0,41326,0,1
1,4,307,2,1,2,2,1,1,2,1,1,0,41326,0,4
1,84,205,2,3,1,3,1,1,1,1,1,180,41326,0,3
2,4,243,1,1,2,2,2,1,2,1,1,0,41401,0,3
1,1,307,1,2,2,1,2,2,2,1,1,0,41326,0,1
2,4,265,2,1,2,2,2,1,3,1,1,0,41326,0,4
1,36,307,2,2,1,2,3,3,3,1,1,10,41332,0,5
2,12,266,2,1,4,1,1,1,1,1,1,0,41401,0,1
1,4,307,2,1,3,1,2,1,2,1,1,0,41401,0,20
2,1,266,3,1,2,2,2,2,2,1,3,0,41401,0,5
2,36,266,2,1,2,2,1,1,1,1,1,0,41326,0,5
2,1,266,2,1,1,1,2,2,2,1,1,0,41325,0,4
2,4,266,2,5,1,1,1,1,1,1,1,50,41401,0,5
1,60,26,1,2,3,1,3,3,2,2,1,0,41326,0,3
1,48,307,1,1,2,1,1,1,3,1,1,0,41326,0,2
2,12,265,2,1,2,2,1,1,1,1,1,0,41326,0,2
2,4,266,3,1,2,1,1,1,3,1,2,0,41336,0,2
2,1,265,2,1,2,2,3,3,2,1,1,0,41401,0,5
2,2,266,3,2,1,1,2,2,2,1,3,0,41401,3,4
2,4,266,2,6,1,1,1,1,2,1,1,0,41401,0,6
2,8,265,2,5,2,2,3,3,3,1,1,0,41326,0,1
1,12,179,1,1,1,1,1,1,2,1,1,300,41326,0,5
1,12,141,3,1,2,2,1,3,1,1,2,0,41327,0,6
2,2,265,2,1,2,2,2,1,2,1,1,0,41326,0,4
1,24,141,2,3,3,2,1,1,1,1,1,0,41330,0,1
2,6,299,2,6,1,1,2,1,2,1,1,0,41401,0,6
2,5,247,1,1,1,1,1,1,1,1,1,0,41401,0,5
1,1,307,2,2,2,1,1,1,1,1,1,0,41326,0,2
2,31,266,1,6,2,1,2,2,1,1,1,0,41401,0,3
1,1,307,2,2,1,1,2,2,2,1,1,0,41326,0,1
2,3,243,3,6,1,1,2,2,2,1,2,0,41401,0,2
1,1,307,2,5,2,1,1,1,2,1,1,50,41326,0,3
1,24,307,2,1,2,1,1,1,1,1,1,0,41327,0,3
1,3,103,2,1,3,2,2,2,2,1,1,0,41325,0,2
2,2,266,3,2,1,1,2,2,2,1,4,0,41336,0,2
2,2,266,1,2,1,1,2,2,2,1,1,20,41326,0,2
2,12,283,2,2,1,1,1,1,1,1,1,0,41401,0,1
1,24,72,1,1,2,1,3,3,3,1,1,0,41326,0,1
2,0,266,3,1,2,1,2,2,2,1,5,0,41401,0,2
2,1,266,1,1,2,1,2,2,2,1,1,0,41326,0,7
1,24,141,2,2,2,2,1,1,1,1,2,0,41326,0,1
2,9,266,1,2,2,1,2,2,2,1,1,0,41324,0,4
1,36,205,1,1,2,1,1,1,3,1,1,0,41401,0,2
2,3,292,1,1,1,1,2,2,2,1,1,0,41401,0,1
1,0,307,1,5,2,2,3,3,3,2,1,0,41326,0,0
1,6,307,1,7,2,2,1,1,1,1,1,0,41326,0,4
2,2,265,1,6,2,2,2,1,1,1,1,30,41326,0,2
2,1,265,1,1,1,2,2,2,2,1,1,0,41326,1,1
1,1,307,1,2,2,1,2,2,2,1,3,0,41326,0,17
1,3,109,1,5,3,3,1,1,2,1,1,250,41326,0,5
2,4,266,1,3,2,1,2,1,2,1,1,30,41326,0,1
1,12,75,2,1,2,2,1,1,3,1,3,0,41327,0,2
2,18,264,2,1,3,3,1,1,2,1,1,300,41326,0,2
2,1,266,3,1,2,1,2,1,2,1,5,0,41401,0,11
1,2,307,1,5,2,1,1,1,2,1,1,0,41401,0,3
1,12,307,3,2,2,2,3,3,3,1,4,0,41401,0,7
2,1,266,3,1,1,1,2,1,2,1,5,0,41326,0,1
2,5,265,1,4,2,2,1,1,2,1,1,0,41326,0,1
2,2,265,1,3,2,2,2,2,2,2,1,0,41401,0,1
2,18,266,2,1,2,2,1,1,1,1,1,0,41401,0,0
2,2,265,1,2,1,2,2,2,2,1,1,0,41326,0,7
2,24,266,2,2,2,1,1,1,1,1,1,0,41326,0,7
1,4,307,1,2,2,2,1,1,2,1,1,350,41336,0,19
1,2,307,1,1,1,1,2,2,2,1,3,0,41326,0,1
